7 0
7 1 56
7 2 35 46
7 2 45 46
7 2 45 56
7 2 46 56
7 3 14 25 36
7 3 24 25 36
7 3 24 35 56
7 3 25 36 45
7 3 34 35 36
7 3 34 35 56
7 3 34 45 46
7 3 34 45 56
7 3 35 36 45
7 3 35 45 56
7 3 36 45 56
7 3 36 46 56
7 4 03 04 15 26
7 4 03 14 25 56
7 4 04 15 26 34
7 4 13 14 15 26
7 4 13 14 25 26
7 4 13 14 25 56
7 4 13 24 25 56
7 4 13 24 35 46
7 4 13 24 45 46
7 4 13 24 45 56
7 4 14 15 26 34
7 4 14 15 26 36
7 4 14 24 35 56
7 4 14 25 35 56
7 4 14 26 35 56
7 4 15 26 35 45
7 4 15 26 35 46
7 4 23 24 25 26
7 4 23 24 25 56
7 4 23 24 35 46
7 4 23 24 45 46
7 4 23 24 45 56
7 4 23 34 35 36
7 4 23 34 35 56
7 4 23 34 45 46
7 4 23 34 45 56
7 4 24 25 26 34
7 4 24 25 34 36
7 4 24 26 35 56
7 4 24 34 35 56
7 4 24 34 45 46
7 4 24 34 45 56
7 4 24 35 46 56
7 4 25 26 35 45
7 4 25 26 35 46
7 4 25 34 35 56
7 4 25 34 45 46
7 4 25 34 45 56
7 4 25 35 45 56
7 4 26 34 35 56
7 4 26 34 45 56
7 4 26 35 45 56
7 4 26 36 45 56
7 4 26 36 46 56
7 4 34 35 46 56
7 4 35 36 45 46
7 5 12 13 14 15 16
7 5 12 13 14 15 56
7 5 12 13 14 35 46
7 5 12 13 14 45 46
7 5 12 13 14 45 56
7 5 12 13 24 25 36
7 5 12 13 24 35 56
7 5 12 13 34 35 36
7 5 12 13 34 35 56
7 5 12 13 34 45 46
7 5 12 13 34 45 56
7 5 12 23 24 25 26
7 5 12 23 24 25 56
7 5 12 23 24 35 46
7 5 12 23 24 45 46
7 5 12 23 24 45 56
7 5 12 23 34 35 36
7 5 12 23 34 35 56
7 5 12 23 34 45 46
7 5 12 23 34 45 56
7 5 13 14 15 16 23
7 5 13 14 15 23 26
7 5 13 14 16 25 56
7 5 13 14 23 25 56
7 5 13 14 23 35 46
7 5 13 15 24 25 56
7 5 13 15 24 45 46
7 5 13 15 24 45 56
7 5 13 16 24 25 56
7 5 13 16 24 45 56
7 5 13 23 24 25 56
7 5 13 23 24 45 46
7 5 13 23 24 45 56
7 5 13 23 34 35 36
7 5 13 23 34 35 56
7 5 13 23 34 45 46
7 5 13 23 34 45 56
7 5 13 24 25 35 46
7 5 13 24 25 46 56
7 5 13 24 35 36 45
7 5 13 24 35 45 56
7 5 13 24 36 45 56
7 5 14 15 16 24 34
7 5 14 15 16 24 35
7 5 14 15 24 25 36
7 5 14 15 24 26 34
7 5 14 15 24 26 35
7 5 14 16 24 35 56
7 5 14 16 25 35 56
7 5 14 16 26 35 56
7 5 14 23 24 45 46
7 5 14 23 24 45 56
7 5 14 23 25 46 56
7 5 14 23 34 35 36
7 5 14 23 34 35 56
7 5 14 23 34 45 46
7 5 14 23 34 45 56
7 5 14 24 34 35 56
7 5 14 24 34 45 46
7 5 14 24 34 45 56
7 5 14 25 34 35 56
7 5 14 25 34 46 56
7 5 14 26 34 35 56
7 5 15 16 25 35 45
7 5 15 16 25 36 45
7 5 15 23 24 25 56
7 5 15 23 24 35 46
7 5 15 23 24 45 46
7 5 15 23 24 45 56
7 5 15 23 34 35 56
7 5 15 23 34 45 46
7 5 15 23 34 45 56
7 5 15 24 34 45 46
7 5 15 24 34 45 56
7 5 15 25 34 35 56
7 5 15 25 34 45 46
7 5 15 25 34 45 56
7 5 15 25 35 45 56
7 5 15 26 34 45 46
7 5 16 23 24 25 56
7 5 16 23 24 45 56
7 5 16 23 34 35 56
7 5 16 23 34 45 56
7 5 16 24 34 45 56
7 5 16 24 35 46 56
7 5 16 25 34 35 56
7 5 16 25 34 45 56
7 5 16 25 35 45 56
7 5 16 26 34 35 56
7 5 16 26 34 45 56
7 5 16 26 35 45 56
7 5 16 26 36 45 56
7 5 16 26 36 46 56
7 5 23 24 25 46 56
7 5 23 24 35 36 45
7 5 23 24 35 45 56
7 5 23 24 36 45 56
7 5 23 34 35 46 56
7 5 24 25 26 34 35
7 5 24 25 34 35 56
7 5 24 25 34 46 56
7 5 24 26 34 35 56
7 5 25 26 34 45 46
7 5 25 26 35 36 45
7 5 26 34 35 46 56
7 6 01 02 03 04 05 06
7 6 01 02 03 04 05 56
7 6 01 02 03 04 35 46
7 6 01 02 03 04 45 46
7 6 01 02 03 04 45 56
7 6 01 02 03 14 25 36
7 6 01 02 03 24 25 36
7 6 01 02 03 24 35 56
7 6 01 02 03 34 35 36
7 6 01 02 03 34 35 56
7 6 01 02 03 34 45 46
7 6 01 02 03 34 45 56
7 6 01 02 13 14 15 26
7 6 01 02 13 14 25 26
7 6 01 02 13 14 25 56
7 6 01 02 13 24 25 56
7 6 01 02 13 24 35 46
7 6 01 02 13 24 45 46
7 6 01 02 13 24 45 56
7 6 01 02 23 24 25 26
7 6 01 02 23 24 25 56
7 6 01 02 23 24 35 46
7 6 01 02 23 24 45 46
7 6 01 02 23 24 45 56
7 6 01 02 23 34 35 36
7 6 01 02 23 34 35 56
7 6 01 02 23 34 45 46
7 6 01 02 23 34 45 56
7 6 01 12 13 14 15 16
7 6 01 12 13 14 15 56
7 6 01 12 13 14 35 46
7 6 01 12 13 14 45 46
7 6 01 12 13 14 45 56
7 6 01 12 13 24 25 36
7 6 01 12 13 24 35 56
7 6 01 12 13 34 35 36
7 6 01 12 13 34 35 56
7 6 01 12 13 34 45 46
7 6 01 12 13 34 45 56
7 6 01 12 23 24 25 26
7 6 01 12 23 24 25 56
7 6 01 12 23 24 35 46
7 6 01 12 23 24 45 46
7 6 01 12 23 24 45 56
7 6 01 12 23 34 35 36
7 6 01 12 23 34 35 56
7 6 01 12 23 34 45 46
7 6 01 12 23 34 45 56
7 6 02 03 04 05 06 12
7 6 02 03 04 05 12 16
7 6 02 03 04 06 15 56
7 6 02 03 04 12 15 16
7 6 02 03 04 12 15 56
7 6 02 03 04 13 35 46
7 6 02 03 05 14 15 56
7 6 02 03 05 14 45 46
7 6 02 03 05 14 45 56
7 6 02 03 06 14 15 56
7 6 02 03 06 14 45 56
7 6 02 03 12 14 15 56
7 6 02 03 12 14 35 46
7 6 02 03 12 14 45 46
7 6 02 03 12 14 45 56
7 6 02 03 12 24 25 36
7 6 02 03 13 24 25 36
7 6 02 03 14 15 46 56
7 6 02 03 14 25 36 45
7 6 02 03 14 35 36 45
7 6 02 03 14 36 45 56
7 6 02 04 13 14 45 46
7 6 02 04 13 14 45 56
7 6 02 04 13 15 46 56
7 6 02 04 13 25 36 45
7 6 02 04 13 34 35 36
7 6 02 04 13 34 35 56
7 6 02 04 13 34 45 46
7 6 02 04 13 34 45 56
7 6 02 05 13 14 36 45
7 6 02 05 13 14 45 46
7 6 02 05 13 14 45 56
7 6 02 05 13 24 35 56
7 6 02 05 13 34 35 56
7 6 02 05 13 34 45 46
7 6 02 05 13 34 45 56
7 6 02 06 13 14 15 56
7 6 02 06 13 14 45 56
7 6 02 06 13 24 25 36
7 6 02 06 13 24 35 56
7 6 02 06 13 34 35 56
7 6 02 06 13 34 45 56
7 6 02 12 13 14 15 56
7 6 02 12 13 14 35 46
7 6 02 12 13 14 45 46
7 6 02 12 13 14 45 56
7 6 02 12 13 24 35 56
7 6 02 12 13 34 35 36
7 6 02 12 13 34 35 56
7 6 02 12 13 34 45 46
7 6 02 12 13 34 45 56
7 6 02 12 23 24 25 26
7 6 02 12 23 24 25 56
7 6 02 12 23 24 35 46
7 6 02 12 23 24 45 46
7 6 02 12 23 24 45 56
7 6 02 12 23 34 35 36
7 6 02 12 23 34 35 56
7 6 02 12 23 34 45 46
7 6 02 12 23 34 45 56
7 6 02 13 14 15 46 56
7 6 02 13 14 24 25 36
7 6 02 13 14 24 35 56
7 6 02 13 14 35 36 45
7 6 02 13 14 35 45 56
7 6 02 13 14 36 45 56
7 6 02 13 24 25 26 34
7 6 02 13 24 25 34 36
7 6 02 13 24 26 35 56
7 6 02 13 24 34 35 56
7 6 02 13 24 34 45 46
7 6 02 13 24 34 45 56
7 6 02 13 24 35 46 56
7 6 02 13 25 34 35 56
7 6 02 13 25 34 45 46
7 6 02 13 25 34 45 56
7 6 02 13 26 34 35 56
7 6 02 13 26 34 45 56
7 6 02 13 34 35 46 56
7 6 03 04 05 06 13 23
7 6 03 04 05 06 13 24
7 6 03 04 05 13 14 26
7 6 03 04 05 13 16 23
7 6 03 04 05 13 16 24
7 6 03 04 05 13 16 26
7 6 03 04 06 13 25 56
7 6 03 04 06 15 25 56
7 6 03 04 06 16 25 56
7 6 03 04 12 13 35 46
7 6 03 04 13 14 25 56
7 6 03 04 13 15 23 26
7 6 03 04 13 23 25 56
7 6 03 04 13 23 35 46
7 6 03 04 13 24 25 56
7 6 03 04 13 24 35 46
7 6 03 04 15 16 23 24
7 6 03 04 15 16 23 25
7 6 03 04 15 23 25 56
7 6 03 04 16 23 25 56
7 6 03 05 13 24 45 46
7 6 03 05 14 24 45 46
7 6 03 05 14 24 45 56
7 6 03 05 15 24 45 46
7 6 03 05 16 24 45 46
7 6 03 06 12 14 35 46
7 6 03 06 13 14 25 56
7 6 03 06 13 24 25 56
7 6 03 06 13 24 45 56
7 6 03 06 14 16 25 56
7 6 03 06 14 23 25 56
7 6 03 06 14 24 25 56
7 6 03 06 14 24 45 56
7 6 03 06 14 25 46 56
7 6 03 06 15 24 25 56
7 6 03 06 15 24 45 56
7 6 03 06 16 24 25 56
7 6 03 06 16 24 45 56
7 6 03 12 13 24 35 56
7 6 03 12 13 34 35 36
7 6 03 12 13 34 35 56
7 6 03 12 13 34 45 46
7 6 03 12 13 34 45 56
7 6 03 12 14 15 35 46
7 6 03 12 14 35 36 45
7 6 03 12 14 35 45 56
7 6 03 12 14 36 45 56
7 6 03 12 23 24 25 26
7 6 03 12 23 24 25 56
7 6 03 12 23 24 35 46
7 6 03 12 23 24 45 46
7 6 03 12 23 24 45 56
7 6 03 12 23 34 35 36
7 6 03 12 23 34 35 56
7 6 03 12 23 34 45 46
7 6 03 12 23 34 45 56
7 6 03 13 15 24 25 56
7 6 03 13 15 24 45 56
7 6 03 13 23 24 25 56
7 6 03 13 23 24 45 46
7 6 03 13 23 24 45 56
7 6 03 13 23 34 35 36
7 6 03 13 23 34 35 56
7 6 03 13 23 34 45 46
7 6 03 13 23 34 45 56
7 6 03 13 24 25 35 46
7 6 03 13 24 25 46 56
7 6 03 13 24 35 36 45
7 6 03 13 24 36 45 56
7 6 03 14 15 24 25 56
7 6 03 14 15 24 46 56
7 6 03 14 23 24 25 56
7 6 03 14 23 24 45 46
7 6 03 14 23 24 45 56
7 6 03 14 23 25 46 56
7 6 03 14 23 26 35 46
7 6 03 14 23 35 45 56
7 6 03 14 24 35 36 45
7 6 03 14 24 36 45 56
7 6 03 14 25 36 46 56
7 6 03 15 23 24 25 56
7 6 03 15 23 24 45 46
7 6 03 15 23 24 45 56
7 6 03 15 24 36 45 56
7 6 03 16 23 24 25 56
7 6 03 16 23 24 45 56
7 6 03 16 24 25 46 56
7 6 04 05 06 14 24 34
7 6 04 05 06 14 25 34
7 6 04 05 06 14 25 36
7 6 04 05 14 15 26 34
7 6 04 05 14 15 26 36
7 6 04 05 14 16 24 34
7 6 04 05 14 16 24 35
7 6 04 05 14 16 25 35
7 6 04 05 14 16 25 36
7 6 04 06 14 24 35 56
7 6 04 06 14 25 35 56
7 6 04 06 14 26 35 56
7 6 04 06 15 25 35 56
7 6 04 06 16 25 35 56
7 6 04 06 16 26 35 56
7 6 04 12 13 14 45 46
7 6 04 12 13 14 45 56
7 6 04 12 13 15 46 56
7 6 04 12 13 24 25 36
7 6 04 12 13 24 35 56
7 6 04 12 13 34 35 36
7 6 04 12 13 34 35 56
7 6 04 12 13 34 45 46
7 6 04 12 13 34 45 56
7 6 04 12 23 24 45 46
7 6 04 12 23 24 45 56
7 6 04 12 23 34 35 36
7 6 04 12 23 34 35 56
7 6 04 12 23 34 45 46
7 6 04 12 23 34 45 56
7 6 04 13 23 34 35 36
7 6 04 13 23 34 35 56
7 6 04 13 23 34 45 46
7 6 04 13 23 34 45 56
7 6 04 14 23 24 45 46
7 6 04 14 23 24 45 56
7 6 04 14 23 25 46 56
7 6 04 14 23 34 35 36
7 6 04 14 23 34 35 56
7 6 04 14 23 34 45 46
7 6 04 14 23 34 45 56
7 6 04 14 24 34 35 56
7 6 04 14 24 34 45 46
7 6 04 14 24 34 45 56
7 6 04 14 25 34 35 56
7 6 04 15 23 24 46 56
7 6 04 15 23 34 35 36
7 6 04 15 23 34 35 56
7 6 04 15 24 34 46 56
7 6 04 15 24 35 46 56
7 6 04 15 25 34 35 56
7 6 04 16 23 34 35 56
7 6 04 16 24 34 35 56
7 6 04 16 25 34 35 56
7 6 04 16 26 34 35 56
7 6 05 06 13 24 35 46
7 6 05 06 13 24 45 46
7 6 05 06 15 25 35 45
7 6 05 06 15 26 35 45
7 6 05 06 15 26 35 46
7 6 05 12 13 14 15 56
7 6 05 12 13 14 35 46
7 6 05 12 13 14 45 46
7 6 05 12 13 14 45 56
7 6 05 12 13 24 35 56
7 6 05 12 13 34 35 56
7 6 05 12 13 34 45 46
7 6 05 12 13 34 45 56
7 6 05 12 23 24 25 56
7 6 05 12 23 24 35 46
7 6 05 12 23 24 45 46
7 6 05 12 23 24 45 56
7 6 05 12 23 34 35 56
7 6 05 12 23 34 45 46
7 6 05 12 23 34 45 56
7 6 05 13 14 23 35 46
7 6 05 13 14 24 35 46
7 6 05 13 15 24 25 56
7 6 05 13 15 24 45 56
7 6 05 13 16 24 35 46
7 6 05 13 23 34 35 56
7 6 05 13 23 34 45 46
7 6 05 13 23 34 45 56
7 6 05 13 24 25 35 46
7 6 05 13 24 35 36 45
7 6 05 13 24 35 45 56
7 6 05 14 23 24 45 46
7 6 05 14 23 24 45 56
7 6 05 14 23 34 45 46
7 6 05 14 23 34 45 56
7 6 05 14 24 34 45 46
7 6 05 14 24 34 45 56
7 6 05 15 23 24 25 56
7 6 05 15 23 24 35 46
7 6 05 15 23 24 45 46
7 6 05 15 23 24 45 56
7 6 05 15 23 34 35 56
7 6 05 15 23 34 45 46
7 6 05 15 23 34 45 56
7 6 05 15 24 34 45 46
7 6 05 15 24 34 45 56
7 6 05 15 25 34 35 56
7 6 05 15 25 34 45 46
7 6 05 15 25 34 45 56
7 6 05 15 25 35 45 56
7 6 05 16 23 24 35 46
7 6 05 16 23 24 45 46
7 6 05 16 23 34 45 46
7 6 05 16 24 34 45 46
7 6 05 16 25 34 45 46
7 6 06 12 13 14 15 56
7 6 06 12 13 14 45 56
7 6 06 12 13 24 25 36
7 6 06 12 13 24 35 56
7 6 06 12 13 34 35 56
7 6 06 12 13 34 45 56
7 6 06 12 23 24 25 56
7 6 06 12 23 24 45 56
7 6 06 12 23 34 35 56
7 6 06 12 23 34 45 56
7 6 06 13 15 24 25 56
7 6 06 13 15 24 45 56
7 6 06 13 23 34 35 56
7 6 06 13 23 34 45 56
7 6 06 13 24 35 36 45
7 6 06 13 24 35 45 56
7 6 06 13 24 36 45 56
7 6 06 14 23 24 45 56
7 6 06 14 23 25 46 56
7 6 06 14 23 34 45 56
7 6 06 14 24 34 45 56
7 6 06 14 25 34 46 56
7 6 06 15 23 24 25 56
7 6 06 15 23 24 45 56
7 6 06 15 23 34 35 56
7 6 06 15 23 34 45 56
7 6 06 15 24 34 45 56
7 6 06 15 25 34 35 56
7 6 06 15 25 34 45 56
7 6 06 15 25 35 45 56
7 6 06 16 23 24 25 56
7 6 06 16 23 24 45 56
7 6 06 16 23 34 35 56
7 6 06 16 23 34 45 56
7 6 06 16 24 34 45 56
7 6 06 16 24 35 46 56
7 6 06 16 25 34 35 56
7 6 06 16 25 34 45 56
7 6 06 16 25 35 45 56
7 6 06 16 26 34 35 56
7 6 06 16 26 34 45 56
7 6 06 16 26 35 45 56
7 6 06 16 26 36 45 56
7 6 06 16 26 36 46 56
7 6 12 13 14 15 46 56
7 6 12 13 14 25 36 45
7 6 12 13 14 35 36 45
7 6 12 13 14 35 45 56
7 6 12 13 14 36 45 56
7 6 12 13 24 25 26 34
7 6 12 13 24 25 34 36
7 6 12 13 24 26 35 56
7 6 12 13 24 34 35 56
7 6 12 13 24 34 45 46
7 6 12 13 24 34 45 56
7 6 12 13 24 35 46 56
7 6 12 13 25 34 35 56
7 6 12 13 25 34 45 46
7 6 12 13 25 34 45 56
7 6 12 13 26 34 35 56
7 6 12 13 26 34 45 56
7 6 12 13 34 35 46 56
7 6 12 23 24 25 46 56
7 6 12 23 24 35 36 45
7 6 12 23 24 35 45 56
7 6 12 23 24 36 45 56
7 6 12 23 34 35 46 56
7 6 13 14 15 16 23 24
7 6 13 14 15 23 24 26
7 6 13 14 15 23 25 56
7 6 13 14 15 24 46 56
7 6 13 14 16 23 25 56
7 6 13 14 23 24 25 56
7 6 13 14 23 24 35 46
7 6 13 14 23 24 45 46
7 6 13 14 23 24 45 56
7 6 13 14 23 25 46 56
7 6 13 14 23 26 35 46
7 6 13 14 23 35 36 45
7 6 13 14 23 35 45 56
7 6 13 14 24 35 36 45
7 6 13 14 25 36 46 56
7 6 13 15 16 24 45 46
7 6 13 15 23 24 45 46
7 6 13 15 23 24 45 56
7 6 13 15 24 36 45 56
7 6 13 16 23 24 25 56
7 6 13 16 23 24 45 56
7 6 13 16 24 25 35 46
7 6 13 16 24 25 46 56
7 6 13 23 24 25 46 56
7 6 13 23 24 36 45 56
7 6 13 23 34 35 46 56
7 6 13 24 26 35 36 45
7 6 13 24 35 36 45 46
7 6 14 15 16 24 25 34
7 6 14 15 16 24 25 36
7 6 14 15 23 24 46 56
7 6 14 15 23 34 35 36
7 6 14 15 23 34 35 56
7 6 14 15 24 26 34 35
7 6 14 15 24 26 35 36
7 6 14 15 24 34 46 56
7 6 14 15 24 35 46 56
7 6 14 16 23 34 35 56
7 6 14 16 24 26 35 56
7 6 14 16 24 34 35 56
7 6 14 16 25 34 35 56
7 6 14 16 26 34 35 56
7 6 14 23 24 36 45 56
7 6 14 23 34 35 46 56
7 6 14 24 25 34 35 56
7 6 15 16 23 24 35 46
7 6 15 16 23 24 45 46
7 6 15 16 23 34 45 46
7 6 15 16 24 34 45 46
7 6 15 16 25 26 35 45
7 6 15 16 25 26 35 46
7 6 15 16 25 34 45 46
7 6 15 23 24 35 36 45
7 6 15 23 24 35 45 56
7 6 15 23 24 36 45 56
7 6 15 24 25 34 35 56
7 6 16 23 24 25 46 56
7 6 16 23 24 35 36 45
7 6 16 23 24 35 45 56
7 6 16 23 24 36 45 56
7 6 16 23 34 35 46 56
7 6 16 24 25 34 35 56
7 6 16 24 25 34 46 56
7 6 16 26 34 35 46 56
7 6 23 24 25 36 46 56
7 6 23 24 35 36 45 46
7 6 24 25 26 34 35 36
7 6 24 25 34 35 46 56
7 6 25 26 35 36 45 46
7 7 01 02 03 04 05 46 56
7 7 01 02 03 04 25 36 45
7 7 01 02 03 04 35 36 45
7 7 01 02 03 04 35 45 56
7 7 01 02 03 04 36 45 56
7 7 01 02 03 14 15 26 34
7 7 01 02 03 14 15 26 36
7 7 01 02 03 14 24 35 56
7 7 01 02 03 14 25 35 56
7 7 01 02 03 14 26 35 56
7 7 01 02 03 24 25 26 34
7 7 01 02 03 24 25 34 36
7 7 01 02 03 24 26 35 56
7 7 01 02 03 24 34 35 56
7 7 01 02 03 24 34 45 46
7 7 01 02 03 24 34 45 56
7 7 01 02 03 24 35 46 56
7 7 01 02 03 25 34 35 56
7 7 01 02 03 25 34 45 46
7 7 01 02 03 25 34 45 56
7 7 01 02 03 26 34 35 56
7 7 01 02 03 26 34 45 56
7 7 01 02 03 34 35 46 56
7 7 01 02 13 14 15 16 23
7 7 01 02 13 14 15 23 26
7 7 01 02 13 14 16 25 56
7 7 01 02 13 14 23 25 56
7 7 01 02 13 14 23 35 46
7 7 01 02 13 15 24 25 56
7 7 01 02 13 15 24 45 46
7 7 01 02 13 15 24 45 56
7 7 01 02 13 16 24 25 56
7 7 01 02 13 16 24 45 56
7 7 01 02 13 23 24 25 56
7 7 01 02 13 23 24 45 46
7 7 01 02 13 23 24 45 56
7 7 01 02 13 23 34 35 36
7 7 01 02 13 23 34 35 56
7 7 01 02 13 23 34 45 46
7 7 01 02 13 23 34 45 56
7 7 01 02 13 24 25 35 46
7 7 01 02 13 24 25 46 56
7 7 01 02 13 24 35 36 45
7 7 01 02 13 24 35 45 56
7 7 01 02 13 24 36 45 56
7 7 01 02 14 23 24 45 46
7 7 01 02 14 23 24 45 56
7 7 01 02 14 23 25 46 56
7 7 01 02 14 23 34 35 36
7 7 01 02 14 23 34 35 56
7 7 01 02 14 23 34 45 46
7 7 01 02 14 23 34 45 56
7 7 01 02 15 23 24 25 56
7 7 01 02 15 23 24 35 46
7 7 01 02 15 23 24 45 46
7 7 01 02 15 23 24 45 56
7 7 01 02 15 23 34 35 56
7 7 01 02 15 23 34 45 46
7 7 01 02 15 23 34 45 56
7 7 01 02 16 23 24 25 56
7 7 01 02 16 23 24 45 56
7 7 01 02 16 23 34 35 56
7 7 01 02 16 23 34 45 56
7 7 01 02 23 24 25 46 56
7 7 01 02 23 24 35 36 45
7 7 01 02 23 24 35 45 56
7 7 01 02 23 24 36 45 56
7 7 01 02 23 34 35 46 56
7 7 01 12 13 14 15 46 56
7 7 01 12 13 14 25 36 45
7 7 01 12 13 14 35 36 45
7 7 01 12 13 14 35 45 56
7 7 01 12 13 14 36 45 56
7 7 01 12 13 24 25 26 34
7 7 01 12 13 24 25 34 36
7 7 01 12 13 24 26 35 56
7 7 01 12 13 24 34 35 56
7 7 01 12 13 24 34 45 46
7 7 01 12 13 24 34 45 56
7 7 01 12 13 24 35 46 56
7 7 01 12 13 25 34 35 56
7 7 01 12 13 25 34 45 46
7 7 01 12 13 25 34 45 56
7 7 01 12 13 26 34 35 56
7 7 01 12 13 26 34 45 56
7 7 01 12 13 34 35 46 56
7 7 01 12 23 24 25 46 56
7 7 01 12 23 24 35 36 45
7 7 01 12 23 24 35 45 56
7 7 01 12 23 24 36 45 56
7 7 01 12 23 34 35 46 56
7 7 02 03 04 05 06 12 13
7 7 02 03 04 05 12 13 16
7 7 02 03 04 05 12 15 56
7 7 02 03 04 05 14 46 56
7 7 02 03 04 06 12 15 56
7 7 02 03 04 12 13 15 56
7 7 02 03 04 12 13 35 46
7 7 02 03 04 12 14 45 46
7 7 02 03 04 12 14 45 56
7 7 02 03 04 12 15 46 56
7 7 02 03 04 12 25 36 45
7 7 02 03 04 13 16 35 46
7 7 02 03 04 13 25 36 45
7 7 02 03 04 13 35 36 45
7 7 02 03 04 13 35 45 56
7 7 02 03 04 14 35 36 45
7 7 02 03 04 15 36 46 56
7 7 02 03 05 06 14 45 46
7 7 02 03 05 12 14 15 56
7 7 02 03 05 12 14 45 46
7 7 02 03 05 12 14 45 56
7 7 02 03 05 14 36 45 56
7 7 02 03 06 12 14 15 56
7 7 02 03 06 12 14 35 46
7 7 02 03 06 12 14 45 56
7 7 02 03 06 14 15 35 46
7 7 02 03 06 14 15 46 56
7 7 02 03 12 13 14 15 56
7 7 02 03 12 13 14 45 46
7 7 02 03 12 13 14 45 56
7 7 02 03 12 13 24 25 36
7 7 02 03 12 13 24 35 56
7 7 02 03 12 13 34 35 36
7 7 02 03 12 13 34 35 56
7 7 02 03 12 13 34 45 46
7 7 02 03 12 13 34 45 56
7 7 02 03 12 14 15 46 56
7 7 02 03 12 14 25 36 45
7 7 02 03 12 14 35 36 45
7 7 02 03 12 14 35 45 56
7 7 02 03 12 14 36 45 56
7 7 02 03 12 16 24 25 36
7 7 02 03 12 24 25 26 34
7 7 02 03 12 24 25 34 36
7 7 02 03 12 24 34 45 46
7 7 02 03 12 24 34 45 56
7 7 02 03 12 24 35 46 56
7 7 02 03 12 25 34 35 56
7 7 02 03 13 14 24 25 36
7 7 02 03 13 14 24 35 56
7 7 02 03 13 14 25 36 45
7 7 02 03 13 14 36 45 56
7 7 02 03 13 24 25 26 34
7 7 02 03 13 25 34 35 56
7 7 02 03 14 16 25 36 45
7 7 02 03 14 16 35 36 45
7 7 02 03 14 25 26 35 45
7 7 02 03 14 25 26 35 46
7 7 02 03 14 25 35 45 56
7 7 02 03 14 26 36 45 56
7 7 02 04 05 13 14 46 56
7 7 02 04 05 13 34 35 36
7 7 02 04 05 13 34 35 56
7 7 02 04 06 13 25 36 45
7 7 02 04 06 13 34 35 56
7 7 02 04 12 13 34 35 36
7 7 02 04 12 13 34 35 56
7 7 02 04 12 13 34 45 46
7 7 02 04 12 13 34 45 56
7 7 02 04 13 15 25 36 45
7 7 02 04 13 25 34 35 56
7 7 02 04 13 25 34 45 46
7 7 02 04 13 25 34 45 56
7 7 02 04 13 26 34 35 56
7 7 02 04 13 26 34 45 56
7 7 02 04 13 34 35 46 56
7 7 02 05 06 13 14 35 46
