8 0
8 1 67
8 2 46 57
8 2 56 57
8 2 56 67
8 2 57 67
8 3 25 36 47
8 3 35 36 47
8 3 35 46 67
8 3 36 47 56
8 3 45 46 47
8 3 45 46 67
8 3 45 56 57
8 3 45 56 67
8 3 46 47 56
8 3 46 56 67
8 3 47 56 67
8 3 47 57 67
8 4 04 15 26 37
8 4 14 15 26 37
8 4 14 25 36 67
8 4 15 26 37 45
8 4 24 25 26 37
8 4 24 25 36 37
8 4 24 25 36 67
8 4 24 35 36 67
8 4 24 35 46 57
8 4 24 35 56 57
8 4 24 35 56 67
8 4 25 26 37 45
8 4 25 26 37 47
8 4 25 35 46 67
8 4 25 36 46 67
8 4 25 37 46 67
8 4 26 37 46 56
8 4 26 37 46 57
8 4 34 35 36 37
8 4 34 35 36 67
8 4 34 35 46 57
8 4 34 35 56 57
8 4 34 35 56 67
8 4 34 45 46 47
8 4 34 45 46 67
8 4 34 45 56 57
8 4 34 45 56 67
8 4 35 36 37 45
8 4 35 36 45 47
8 4 35 37 46 67
8 4 35 45 46 67
8 4 35 45 56 57
8 4 35 45 56 67
8 4 35 46 57 67
8 4 36 37 46 56
8 4 36 37 46 57
8 4 36 45 46 67
8 4 36 45 56 57
8 4 36 45 56 67
8 4 36 46 56 67
8 4 37 45 46 67
8 4 37 45 56 67
8 4 37 46 56 67
8 4 37 47 56 67
8 4 37 47 57 67
8 4 45 46 57 67
8 4 46 47 56 57
8 5 14 27 35 56 67
8 5 15 16 27 35 45
8 5 15 16 27 35 46
8 5 15 16 27 35 47
8 5 15 16 27 37 47
8 5 15 25 35 46 67
8 5 15 25 36 46 67
8 5 15 26 36 46 67
8 5 15 27 35 46 67
8 5 15 27 36 46 67
8 5 15 27 37 46 67
8 5 16 24 35 46 57
8 5 16 27 36 46 56
8 5 16 27 36 47 56
8 5 23 24 25 26 27
8 5 23 24 25 26 67
8 5 23 24 25 46 57
8 5 23 24 25 56 57
8 5 23 24 25 56 67
8 5 23 24 35 36 47
8 5 23 24 35 46 67
8 5 23 24 45 46 47
8 5 23 24 45 46 67
8 5 23 24 45 56 57
8 5 23 24 45 56 67
8 5 23 34 35 36 37
8 5 23 34 35 36 67
8 5 23 34 35 46 57
8 5 23 34 35 56 57
8 5 23 34 35 56 67
8 5 23 34 45 46 47
8 5 23 34 45 46 67
8 5 23 34 45 56 57
8 5 23 34 45 56 67
8 5 24 25 26 27 34
8 5 24 25 26 34 37
8 5 24 25 27 36 67
8 5 24 25 34 36 67
8 5 24 25 34 46 57
8 5 24 26 35 36 67
8 5 24 26 35 56 57
8 5 24 26 35 56 67
8 5 24 27 35 36 67
8 5 24 27 35 56 67
8 5 24 34 35 36 67
8 5 24 34 35 56 57
8 5 24 34 35 56 67
8 5 24 34 45 46 47
8 5 24 34 45 46 67
8 5 24 34 45 56 57
8 5 24 34 45 56 67
8 5 24 35 36 46 57
8 5 24 35 36 57 67
8 5 24 35 46 47 56
8 5 24 35 46 56 67
8 5 24 35 47 56 67
8 5 25 26 27 35 45
8 5 25 26 27 35 46
8 5 25 26 35 36 47
8 5 25 26 35 37 45
8 5 25 26 35 37 46
8 5 25 27 35 46 67
8 5 25 27 36 46 67
8 5 25 27 37 46 67
8 5 25 34 35 56 57
8 5 25 34 35 56 67
8 5 25 34 36 57 67
8 5 25 34 45 46 47
8 5 25 34 45 46 67
8 5 25 34 45 56 57
8 5 25 34 45 56 67
8 5 25 35 45 46 67
8 5 25 35 45 56 57
8 5 25 35 45 56 67
8 5 25 36 45 46 67
8 5 25 36 45 57 67
8 5 25 37 45 46 67
8 5 26 27 36 46 56
8 5 26 27 36 47 56
8 5 26 34 35 36 67
8 5 26 34 35 46 57
8 5 26 34 35 56 57
8 5 26 34 35 56 67
8 5 26 34 45 46 67
8 5 26 34 45 56 57
8 5 26 34 45 56 67
8 5 26 35 45 56 57
8 5 26 35 45 56 67
8 5 26 36 45 46 67
8 5 26 36 45 56 57
8 5 26 36 45 56 67
8 5 26 36 46 56 67
8 5 26 37 45 56 57
8 5 27 34 35 36 67
8 5 27 34 35 56 67
8 5 27 34 45 46 67
8 5 27 34 45 56 67
8 5 27 35 45 56 67
8 5 27 35 46 57 67
8 5 27 36 45 46 67
8 5 27 36 45 56 67
8 5 27 36 46 56 67
8 5 27 37 45 46 67
8 5 27 37 45 56 67
8 5 27 37 46 56 67
8 5 27 37 47 56 67
8 5 27 37 47 57 67
8 5 34 35 36 57 67
8 5 34 35 46 47 56
8 5 34 35 46 56 67
8 5 34 35 47 56 67
8 5 34 45 46 57 67
8 5 35 36 37 45 46
8 5 35 36 45 46 67
8 5 35 36 45 57 67
8 5 35 37 45 46 67
8 5 36 37 45 56 57
8 5 36 37 46 47 56
8 5 37 45 46 57 67
8 6 02 03 04 05 06 17
8 6 02 03 04 05 16 17
8 6 02 03 04 05 16 67
8 6 02 03 04 15 16 17
8 6 02 03 04 15 16 67
8 6 02 03 04 15 56 57
8 6 02 03 04 15 56 67
8 6 02 03 14 15 16 67
8 6 02 03 14 15 46 57
8 6 02 03 14 15 56 57
8 6 02 03 14 15 56 67
8 6 02 03 14 25 36 47
8 6 02 03 14 35 36 47
8 6 02 03 14 35 46 67
8 6 02 03 14 45 46 47
8 6 02 03 14 45 46 67
8 6 02 03 14 45 56 57
8 6 02 03 14 45 56 67
8 6 02 04 13 15 46 57
8 6 02 13 14 15 16 67
8 6 02 13 14 15 46 57
8 6 02 13 14 15 56 57
8 6 02 13 14 15 56 67
8 6 02 13 14 35 36 47
8 6 02 13 14 35 46 67
8 6 02 13 14 45 46 47
8 6 02 13 14 45 46 67
8 6 02 13 14 45 56 57
8 6 02 13 14 45 56 67
8 6 02 13 24 25 26 37
8 6 02 13 24 25 36 37
8 6 02 13 24 25 36 67
8 6 02 13 24 35 36 67
8 6 02 13 24 35 46 57
8 6 02 13 24 35 56 57
8 6 02 13 24 35 56 67
8 6 02 13 34 35 36 37
8 6 02 13 34 35 36 67
8 6 02 13 34 35 46 57
8 6 02 13 34 35 56 57
8 6 02 13 34 35 56 67
8 6 02 13 34 45 46 47
8 6 02 13 34 45 46 67
8 6 02 13 34 45 56 57
8 6 02 13 34 45 56 67
8 6 03 04 05 06 17 23
8 6 03 04 05 06 17 27
8 6 03 04 05 13 16 27
8 6 03 04 05 13 26 67
8 6 03 04 05 16 17 23
8 6 03 04 05 16 17 26
8 6 03 04 05 16 26 67
8 6 03 04 05 17 26 67
8 6 03 04 07 15 26 67
8 6 03 04 13 15 26 27
8 6 03 04 13 15 26 67
8 6 03 04 13 25 26 67
8 6 03 04 13 25 56 57
8 6 03 04 13 25 56 67
8 6 03 04 15 23 26 67
8 6 03 04 15 25 26 67
8 6 03 04 15 25 56 57
8 6 03 04 15 25 56 67
8 6 03 04 15 26 57 67
8 6 03 04 16 25 26 67
8 6 03 04 16 25 56 57
8 6 03 04 16 25 56 67
8 6 03 04 17 25 26 67
8 6 03 04 17 25 56 67
8 6 03 06 14 25 47 56
8 6 03 06 14 25 56 57
8 6 03 07 14 15 26 67
8 6 03 07 14 25 26 67
8 6 03 07 14 25 56 67
8 6 03 12 14 35 36 47
8 6 03 12 14 35 46 67
8 6 03 13 24 25 26 67
8 6 03 13 24 25 46 57
8 6 03 13 24 25 56 57
8 6 03 13 24 25 56 67
8 6 03 13 24 35 36 47
8 6 03 13 24 35 46 67
8 6 03 13 24 45 46 47
8 6 03 13 24 45 46 67
8 6 03 13 24 45 56 57
8 6 03 13 24 45 56 67
8 6 03 14 15 24 46 57
8 6 03 14 16 25 26 67
8 6 03 14 16 25 56 67
8 6 03 14 23 25 26 67
8 6 03 14 23 25 46 57
8 6 03 14 23 25 56 57
8 6 03 14 23 25 56 67
8 6 03 14 24 35 36 47
8 6 03 14 24 35 46 67
8 6 03 14 24 45 46 47
8 6 03 14 24 45 46 67
8 6 03 14 24 45 56 57
8 6 03 14 24 45 56 67
8 6 03 14 25 26 46 57
8 6 03 14 25 26 57 67
8 6 03 14 25 46 47 56
8 6 03 14 25 46 56 67
8 6 03 14 25 47 56 67
8 6 03 15 24 25 56 57
8 6 03 15 24 25 56 67
8 6 03 15 24 26 57 67
8 6 03 15 24 36 47 56
8 6 03 15 24 45 46 47
8 6 03 15 24 45 56 57
8 6 03 15 24 45 56 67
8 6 03 16 24 25 26 67
8 6 03 16 24 25 46 57
8 6 03 16 24 25 56 57
8 6 03 16 24 25 56 67
8 6 03 16 24 35 46 67
8 6 03 16 24 45 46 67
8 6 03 16 24 45 56 57
8 6 03 16 24 45 56 67
8 6 03 17 24 25 26 67
8 6 03 17 24 25 56 67
8 6 03 17 24 45 46 67
8 6 03 17 24 45 56 67
8 6 04 05 06 17 24 34
8 6 04 05 06 17 24 35
8 6 04 05 06 17 24 37
8 6 04 05 06 17 27 37
8 6 04 05 14 15 26 37
8 6 04 05 14 16 27 34
8 6 04 05 14 16 27 35
8 6 04 05 14 16 27 37
8 6 04 05 14 24 36 67
8 6 04 05 14 25 36 67
8 6 04 05 14 26 36 67
8 6 04 05 14 27 36 67
8 6 04 05 16 17 24 34
8 6 04 05 16 17 24 35
8 6 04 05 16 17 24 36
8 6 04 05 16 26 36 67
8 6 04 05 17 26 36 67
8 6 04 05 17 27 36 67
8 6 04 07 15 24 36 67
8 6 04 07 15 25 36 67
8 6 04 07 15 26 36 67
8 6 04 07 15 27 36 67
8 6 04 12 13 15 46 57
8 6 04 14 23 25 46 57
8 6 04 14 24 35 36 67
8 6 04 14 24 35 56 57
8 6 04 14 24 35 56 67
8 6 04 14 25 35 56 57
8 6 04 14 25 35 56 67
8 6 04 14 25 36 57 67
8 6 04 14 26 35 36 67
8 6 04 14 26 35 56 67
8 6 04 15 23 24 46 57
8 6 04 15 24 34 36 67
8 6 04 15 24 34 46 57
8 6 04 15 24 35 36 67
8 6 04 15 24 35 46 57
8 6 04 15 25 35 56 57
8 6 04 15 25 35 56 67
8 6 04 15 26 34 36 67
8 6 04 15 26 35 57 67
8 6 04 15 27 34 36 67
8 6 04 16 24 35 56 57
8 6 04 16 25 35 56 57
8 6 04 16 25 35 56 67
8 6 04 16 26 35 36 67
8 6 04 16 26 35 56 57
8 6 04 16 26 35 56 67
8 6 04 16 27 35 56 57
8 6 04 17 24 35 36 67
8 6 04 17 24 35 56 67
8 6 04 17 25 35 56 67
8 6 04 17 25 36 57 67
8 6 04 17 26 35 36 67
8 6 04 17 26 35 56 67
8 6 04 17 27 35 36 67
8 6 04 17 27 35 56 67
8 6 05 06 17 25 35 45
8 6 05 06 17 25 36 45
8 6 05 06 17 25 36 47
8 6 05 06 17 25 37 45
8 6 05 06 17 25 37 47
8 6 05 06 17 27 37 47
8 6 05 13 24 35 36 47
8 6 05 13 24 35 46 67
8 6 05 13 24 45 46 67
8 6 05 15 25 35 46 67
8 6 05 15 25 36 46 67
8 6 05 15 26 36 46 67
8 6 05 15 27 35 46 67
8 6 05 16 26 36 46 67
8 6 05 17 25 36 46 67
8 6 05 17 25 37 46 67
8 6 05 17 26 36 46 67
8 6 05 17 27 36 46 67
8 6 05 17 27 37 46 67
8 6 06 13 14 25 46 57
8 6 06 14 23 25 46 57
8 6 06 14 24 35 46 57
8 6 06 14 25 35 46 57
8 6 06 16 24 35 46 57
8 6 06 17 24 35 46 57
8 6 06 17 26 36 46 56
8 6 06 17 26 37 46 56
8 6 06 17 26 37 46 57
8 6 07 13 24 35 36 47
8 6 07 13 24 35 46 67
8 6 12 13 14 15 16 17
8 6 12 13 14 15 16 67
8 6 12 13 14 15 46 57
8 6 12 13 14 15 56 57
8 6 12 13 14 15 56 67
8 6 12 13 14 25 36 47
8 6 12 13 14 35 36 47
8 6 12 13 14 35 46 67
8 6 12 13 14 45 46 47
8 6 12 13 14 45 46 67
8 6 12 13 14 45 56 57
8 6 12 13 14 45 56 67
8 6 12 13 24 25 26 37
8 6 12 13 24 25 36 37
8 6 12 13 24 25 36 67
8 6 12 13 24 35 36 67
8 6 12 13 24 35 46 57
8 6 12 13 24 35 56 57
8 6 12 13 24 35 56 67
8 6 12 13 34 35 36 37
8 6 12 13 34 35 36 67
8 6 12 13 34 35 46 57
8 6 12 13 34 35 56 57
8 6 12 13 34 35 56 67
8 6 12 13 34 45 46 47
8 6 12 13 34 45 46 67
8 6 12 13 34 45 56 57
8 6 12 13 34 45 56 67
8 6 12 23 24 25 26 27
8 6 12 23 24 25 26 67
8 6 12 23 24 25 46 57
8 6 12 23 24 25 56 57
8 6 12 23 24 25 56 67
8 6 12 23 24 35 36 47
8 6 12 23 24 35 46 67
8 6 12 23 24 45 46 47
8 6 12 23 24 45 46 67
8 6 12 23 24 45 56 57
8 6 12 23 24 45 56 67
8 6 12 23 34 35 36 37
8 6 12 23 34 35 36 67
8 6 12 23 34 35 46 57
8 6 12 23 34 35 56 57
8 6 12 23 34 35 56 67
8 6 12 23 34 45 46 47
8 6 12 23 34 45 46 67
8 6 12 23 34 45 56 57
8 6 12 23 34 45 56 67
8 6 13 14 15 16 17 23
8 6 13 14 15 16 23 27
8 6 13 14 15 17 26 67
8 6 13 14 15 23 26 27
8 6 13 14 15 23 26 67
8 6 13 14 15 24 46 57
8 6 13 14 16 25 26 67
8 6 13 14 16 25 56 57
8 6 13 14 16 25 56 67
8 6 13 14 17 25 26 67
8 6 13 14 17 25 56 67
8 6 13 14 23 25 26 67
8 6 13 14 23 25 46 57
8 6 13 14 23 25 56 57
8 6 13 14 23 25 56 67
8 6 13 14 23 35 36 47
8 6 13 14 24 35 36 47
8 6 13 14 25 26 57 67
8 6 13 14 25 36 47 56
8 6 13 14 25 46 47 56
8 6 13 14 25 47 56 67
8 6 13 15 24 25 56 57
8 6 13 15 24 25 56 67
8 6 13 15 24 26 57 67
8 6 13 15 24 36 47 56
8 6 13 15 24 45 46 47
8 6 13 15 24 45 46 67
8 6 13 15 24 45 56 57
8 6 13 15 24 45 56 67
8 6 13 16 24 25 47 56
8 6 13 16 24 25 56 57
8 6 13 16 24 25 56 67
8 6 13 16 24 35 46 67
8 6 13 16 24 45 46 67
8 6 13 16 24 45 56 57
8 6 13 16 24 45 56 67
8 6 13 17 24 25 26 67
8 6 13 17 24 25 56 67
8 6 13 17 24 35 36 47
8 6 13 17 24 35 46 67
8 6 13 17 24 45 46 67
8 6 13 17 24 45 56 67
8 6 13 23 24 25 26 67
8 6 13 23 24 25 46 57
8 6 13 23 24 25 56 57
8 6 13 23 24 25 56 67
8 6 13 23 24 35 46 67
8 6 13 23 24 45 46 47
8 6 13 23 24 45 46 67
8 6 13 23 24 45 56 57
8 6 13 23 24 45 56 67
8 6 13 23 34 35 36 37
8 6 13 23 34 35 36 67
8 6 13 23 34 35 46 57
8 6 13 23 34 35 56 57
8 6 13 23 34 35 56 67
8 6 13 23 34 45 46 47
8 6 13 23 34 45 46 67
8 6 13 23 34 45 56 57
8 6 13 23 34 45 56 67
8 6 13 24 25 26 57 67
8 6 13 24 25 35 36 47
8 6 13 24 25 35 46 67
8 6 13 24 25 46 47 56
8 6 13 24 25 46 56 67
8 6 13 24 25 47 56 67
8 6 13 24 35 36 37 45
8 6 13 24 35 36 45 47
8 6 13 24 35 37 46 67
8 6 13 24 35 45 46 67
8 6 13 24 35 45 56 57
8 6 13 24 35 45 56 67
8 6 13 24 35 46 57 67
8 6 13 24 36 45 46 67
8 6 13 24 36 45 56 57
8 6 13 24 36 45 56 67
8 6 13 24 37 45 46 67
8 6 13 24 37 45 56 67
8 6 13 24 45 46 57 67
8 6 14 15 16 17 24 34
8 6 14 15 16 17 24 35
8 6 14 15 16 24 25 37
8 6 14 15 16 24 27 34
8 6 14 15 16 24 27 35
8 6 14 15 16 24 27 37
8 6 14 15 17 24 36 67
8 6 14 15 17 26 36 67
8 6 14 15 17 27 36 67
8 6 14 15 23 24 46 57
8 6 14 15 24 25 36 67
8 6 14 15 24 26 34 37
8 6 14 15 24 34 36 67
8 6 14 15 24 34 46 57
8 6 14 15 24 35 36 67
8 6 14 15 24 35 46 57
8 6 14 15 26 27 34 35
8 6 14 15 26 27 34 36
8 6 14 15 26 34 36 67
8 6 14 15 27 34 36 67
8 6 14 16 24 35 56 57
8 6 14 16 25 35 56 57
8 6 14 16 25 35 56 67
8 6 14 16 26 35 56 57
8 6 14 16 27 35 56 57
8 6 14 17 23 25 46 57
8 6 14 17 24 25 36 67
8 6 14 17 24 35 36 67
8 6 14 17 24 35 56 67
8 6 14 17 25 27 36 67
8 6 14 17 25 34 36 67
8 6 14 17 25 35 36 67
8 6 14 17 25 35 56 67
8 6 14 17 25 36 57 67
8 6 14 17 26 35 36 67
8 6 14 17 26 35 56 67
8 6 14 17 27 35 36 67
8 6 14 17 27 35 56 67
8 6 14 23 24 35 46 67
8 6 14 23 24 45 46 47
8 6 14 23 24 45 46 67
8 6 14 23 24 45 56 57
8 6 14 23 24 45 56 67
8 6 14 23 25 26 46 57
8 6 14 23 25 46 47 56
8 6 14 23 25 46 56 67
8 6 14 23 25 47 56 67
8 6 14 23 34 35 36 37
8 6 14 23 34 35 36 67
8 6 14 23 34 35 46 57
8 6 14 23 34 35 56 57
8 6 14 23 34 35 56 67
8 6 14 23 34 45 46 47
8 6 14 23 34 45 46 67
8 6 14 23 34 45 56 57
8 6 14 23 34 45 56 67
8 6 14 24 26 35 36 67
8 6 14 24 26 35 56 67
8 6 14 24 34 35 36 67
8 6 14 24 34 35 56 57
8 6 14 24 34 35 56 67
8 6 14 24 34 45 46 47
8 6 14 24 34 45 46 67
8 6 14 24 34 45 56 57
8 6 14 24 34 45 56 67
8 6 14 24 35 36 46 57
8 6 14 24 35 36 57 67
8 6 14 24 35 46 47 56
8 6 14 24 35 47 56 67
8 6 14 25 26 35 36 67
8 6 14 25 26 35 57 67
8 6 14 25 34 35 36 67
8 6 14 25 34 35 56 57
8 6 14 25 34 35 56 67
8 6 14 25 34 36 57 67
8 6 14 25 34 37 46 57
8 6 14 25 34 46 56 67
8 6 14 25 35 46 47 56
8 6 14 25 35 47 56 67
8 6 14 25 36 47 57 67
8 6 14 26 34 35 36 67
8 6 14 26 34 35 56 57
8 6 14 26 34 35 56 67
8 6 14 26 35 47 56 67
8 6 14 27 34 35 36 67
8 6 14 27 34 35 56 67
8 6 14 27 35 36 57 67
8 6 15 16 17 25 35 45
8 6 15 16 17 25 36 45
8 6 15 16 17 25 36 47
8 6 15 16 25 26 37 45
8 6 15 16 25 26 37 47
8 6 15 16 25 27 35 45
8 6 15 16 25 27 35 46
8 6 15 16 25 27 36 46
8 6 15 16 25 27 36 47
8 6 15 17 25 35 46 67
8 6 15 17 25 36 46 67
8 6 15 17 25 37 46 67
8 6 15 17 26 36 46 67
8 6 15 17 27 36 46 67
8 6 15 17 27 37 46 67
8 6 15 23 24 25 56 57
8 6 15 23 24 25 56 67
8 6 15 23 24 26 57 67
8 6 15 23 24 35 36 47
8 6 15 23 24 35 46 67
8 6 15 23 24 45 46 47
8 6 15 23 24 45 46 67
8 6 15 23 24 45 56 57
8 6 15 23 24 45 56 67
8 6 15 23 34 35 56 57
8 6 15 23 34 35 56 67
8 6 15 23 34 45 46 47
8 6 15 23 34 45 46 67
8 6 15 23 34 45 56 57
8 6 15 23 34 45 56 67
8 6 15 24 34 45 46 47
8 6 15 24 34 45 46 67
8 6 15 24 34 45 56 57
8 6 15 24 34 45 56 67
8 6 15 25 34 35 56 57
8 6 15 25 34 35 56 67
8 6 15 25 34 36 57 67
8 6 15 25 34 45 46 47
8 6 15 25 34 45 46 67
8 6 15 25 34 45 56 57
8 6 15 25 34 45 56 67
8 6 15 25 35 45 46 67
8 6 15 25 35 45 56 57
8 6 15 25 35 45 56 67
8 6 15 25 36 45 46 67
8 6 15 26 34 35 57 67
8 6 15 26 34 45 46 47
8 6 15 26 34 45 46 67
8 6 15 26 35 45 57 67
8 6 15 26 35 46 57 67
8 6 15 26 36 45 46 67
8 6 15 27 34 45 46 67
8 6 15 27 35 45 46 67
8 6 15 27 36 45 46 67
8 6 15 27 37 45 46 67
8 6 16 17 24 35 46 57
8 6 16 17 24 35 56 57
8 6 16 17 26 36 46 56
8 6 16 17 26 37 46 56
8 6 16 17 26 37 46 57
8 6 16 23 24 25 26 67
8 6 16 23 24 25 46 57
8 6 16 23 24 25 56 57
8 6 16 23 24 25 56 67
8 6 16 23 24 35 46 67
8 6 16 23 24 45 46 67
8 6 16 23 24 45 56 57
8 6 16 23 24 45 56 67
8 6 16 23 34 35 36 67
8 6 16 23 34 35 46 57
8 6 16 23 34 35 56 57
8 6 16 23 34 35 56 67
8 6 16 23 34 45 46 67
8 6 16 23 34 45 56 57
8 6 16 23 34 45 56 67
8 6 16 24 25 34 46 57
8 6 16 24 25 35 46 57
8 6 16 24 26 35 36 67
8 6 16 24 26 35 56 67
8 6 16 24 27 35 46 57
8 6 16 24 34 45 46 67
8 6 16 24 34 45 56 57
8 6 16 24 34 45 56 67
8 6 16 24 35 36 46 57
8 6 16 24 35 46 47 56
8 6 16 24 35 46 56 67
8 6 16 25 34 35 56 57
8 6 16 25 34 35 56 67
8 6 16 25 34 45 56 57
8 6 16 25 34 45 56 67
8 6 16 25 35 45 56 57
8 6 16 25 35 45 56 67
8 6 16 26 34 35 36 67
8 6 16 26 34 35 46 57
8 6 16 26 34 35 56 57
8 6 16 26 34 35 56 67
8 6 16 26 34 45 46 67
8 6 16 26 34 45 56 57
8 6 16 26 34 45 56 67
8 6 16 26 35 45 56 57
8 6 16 26 35 45 56 67
8 6 16 26 36 45 46 67
8 6 16 26 36 45 56 57
8 6 16 26 36 45 56 67
8 6 16 26 36 46 56 67
8 6 16 27 34 35 46 57
8 6 16 27 34 35 56 57
8 6 16 27 34 45 56 57
8 6 16 27 35 45 56 57
8 6 16 27 36 45 56 57
8 6 17 23 24 25 26 67
8 6 17 23 24 25 56 67
8 6 17 23 24 35 36 47
8 6 17 23 24 35 46 67
8 6 17 23 24 45 46 67
8 6 17 23 24 45 56 67
8 6 17 23 34 35 36 67
8 6 17 23 34 35 56 67
8 6 17 23 34 45 46 67
8 6 17 23 34 45 56 67
8 6 17 24 26 35 36 67
8 6 17 24 26 35 56 67
8 6 17 24 34 45 46 67
8 6 17 24 34 45 56 67
8 6 17 24 35 46 47 56
8 6 17 24 35 46 56 67
8 6 17 24 35 47 56 67
8 6 17 25 34 35 56 67
8 6 17 25 34 36 57 67
8 6 17 25 34 45 56 67
8 6 17 25 35 45 56 67
8 6 17 25 36 45 57 67
8 6 17 26 34 35 36 67
8 6 17 26 34 35 56 67
8 6 17 26 34 45 46 67
8 6 17 26 34 45 56 67
8 6 17 26 35 45 56 67
8 6 17 26 36 45 46 67
8 6 17 26 36 45 56 67
8 6 17 26 36 46 56 67
8 6 17 27 34 35 36 67
8 6 17 27 34 35 56 67
8 6 17 27 34 45 46 67
8 6 17 27 34 45 56 67
8 6 17 27 35 45 56 67
8 6 17 27 35 46 57 67
8 6 17 27 36 45 46 67
8 6 17 27 36 45 56 67
8 6 17 27 36 46 56 67
8 6 17 27 37 45 46 67
8 6 17 27 37 45 56 67
8 6 17 27 37 46 56 67
8 6 17 27 37 47 56 67
8 6 17 27 37 47 57 67
8 6 23 24 25 26 57 67
8 6 23 24 25 36 47 56
8 6 23 24 25 46 47 56
8 6 23 24 25 46 56 67
8 6 23 24 25 47 56 67
8 6 23 24 35 36 37 45
8 6 23 24 35 36 45 47
8 6 23 24 35 37 46 67
8 6 23 24 35 45 46 67
8 6 23 24 35 45 56 57
8 6 23 24 35 45 56 67
8 6 23 24 35 46 57 67
8 6 23 24 36 45 46 67
8 6 23 24 36 45 56 57
8 6 23 24 36 45 56 67
8 6 23 24 37 45 46 67
8 6 23 24 37 45 56 67
8 6 23 24 45 46 57 67
8 6 23 34 35 36 57 67
8 6 23 34 35 46 47 56
8 6 23 34 35 46 56 67
8 6 23 34 35 47 56 67
8 6 23 34 45 46 57 67
8 6 24 25 26 27 34 35
8 6 24 25 26 34 35 37
8 6 24 25 26 34 36 67
8 6 24 25 26 35 57 67
8 6 24 25 27 34 36 67
8 6 24 25 34 35 36 67
8 6 24 25 34 35 46 57
8 6 24 25 34 35 56 57
8 6 24 25 34 35 56 67
8 6 24 25 34 36 57 67
8 6 24 25 34 37 46 57
8 6 24 25 34 46 47 56
8 6 24 25 34 46 56 67
8 6 24 25 35 46 47 56
8 6 24 25 36 47 57 67
8 6 24 26 27 35 56 57
8 6 24 26 34 35 56 57
8 6 24 26 34 35 56 67
8 6 24 26 35 47 56 67
8 6 24 27 34 35 36 67
8 6 24 27 34 35 56 67
8 6 24 27 35 36 46 57
8 6 24 27 35 36 57 67
8 6 24 34 35 36 57 67
8 6 24 34 35 47 56 67
8 6 24 34 45 46 57 67
8 6 24 35 37 46 47 56
8 6 24 35 46 47 56 57
8 6 25 26 27 35 36 45
8 6 25 26 27 35 36 47
8 6 25 26 34 35 57 67
8 6 25 26 34 45 46 47
8 6 25 26 34 45 46 67
8 6 25 26 35 37 45 46
